"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","Current season","Human population","N","2019-W34","EL301","Voreios Tomeas Athinon",581584.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL303","Kentrikos Tomeas Athinon",918834.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL305","Anatoliki Attiki",564457.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL511","Evros",147488.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL512","Xanthi",111885.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL513","Rodopi",111193.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL514","Drama",96760.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL515","Thasos, Kavala",133849.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL521","Imathia",141403.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL522","Thessaloniki",1105663.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL523","Kilkis",80576.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL524","Pella",137872.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL525","Pieria",131650.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL526","Serres",168245.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL527","Chalkidiki",110587.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL531","Grevena, Kozani",172181.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL611","Karditsa, Trikala",236380.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","EL612","Larisa",281713.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","HU211","Fejer",416691.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","HU321","Hajdu-Bihar",530464.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","HU322","Jasz-Nagykun-Szolnok",371271.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","HU323","Szabolcs-Szatmar-Bereg",558361.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","HU331","Bacs-Kiskun",505602.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","HU332","Bekes",338025.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","HU333","Csongrad",400238.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITC11","Torino",2269120.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITC12","Vercelli",172307.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITC16","Cuneo",588559.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITC17","Asti",215884.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITC18","Alessandria",424174.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITC4B","Mantova",411762.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH31","Verona",922821.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH32","Vicenza",863204.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH34","Treviso",887420.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH35","Venezia",853552.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH36","Padova",936740.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH37","Rovigo",236400.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH41","Pordenone",312080.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH52","Parma",450256.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITH54","Modena",701896.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","ITI33","Macerata",316310.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","MK003","Jugozapaden",219654.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","MK008","Skopski",627498.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO115","Satu Mare",334678.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO125","Mures",538329.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO212","Botosani",385046.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO213","Iasi",791210.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO215","Suceava",626789.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO216","Vaslui",380001.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO221","Braila",294143.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO222","Buzau",419829.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO223","Constanta",676215.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO224","Galati",509471.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO225","Tulcea",197754.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO226","Vrancea",324545.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO311","Arges",585730.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO312","Calarasi",288043.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO316","Prahova",725609.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO317","Teleorman",341440.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO321","Bucuresti",1827810.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO322","Ilfov",473445.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO411","Dolj",630911.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","RO414","Olt",400802.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","SK010","Bratislavsky kraj",650838.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","TR100","Istanbul",15029231.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","AT126","Wiener Umland/Nordteil",327072.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","AT127","Wiener Umland/Sudteil",339977.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","AT130","Wien",1888776.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","BG312","Montana",132214.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","BG332","Dobrich",176145.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","BG341","Burgas",411579.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","BG411","Sofia (stolitsa)",1325429.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","CY000","Kypros/Kibris",864236.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","DE300","Berlin",3613495.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","DED51","Leipzig, Kreisfreie Stadt",581980.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","DED52","Leipzig",258008.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W35","DEE0E","Wittenberg",126815.000000000,""
